date,dept_id,weekday,month,year,snap_CA,is_event,event_count,is_cultural_event,is_national_event,is_religious_event,is_sport_event,sales_qty,sell_price
2014-11-11,FOODS_1,Tuesday,11,2014,0,1,1,0,1,0,0,353,3.2287264150943398
2014-11-12,FOODS_1,Wednesday,11,2014,0,0,0,0,0,0,0,311,3.2287264150943398
2014-11-13,FOODS_1,Thursday,11,2014,0,0,0,0,0,0,0,324,3.2287264150943398
2014-11-14,FOODS_1,Friday,11,2014,0,0,0,0,0,0,0,333,3.2287264150943398
2014-11-15,FOODS_1,Saturday,11,2014,0,0,0,0,0,0,0,374,3.2647169811320755
2014-11-16,FOODS_1,Sunday,11,2014,0,0,0,0,0,0,0,430,3.2647169811320755
2014-11-17,FOODS_1,Monday,11,2014,0,0,0,0,0,0,0,304,3.2647169811320755
2014-11-18,FOODS_1,Tuesday,11,2014,0,0,0,0,0,0,0,339,3.2647169811320755
2014-11-19,FOODS_1,Wednesday,11,2014,0,0,0,0,0,0,0,252,3.2647169811320755
2014-11-20,FOODS_1,Thursday,11,2014,0,0,0,0,0,0,0,272,3.2647169811320755
2014-11-21,FOODS_1,Friday,11,2014,0,0,0,0,0,0,0,308,3.2647169811320755
2014-11-22,FOODS_1,Saturday,11,2014,0,0,0,0,0,0,0,455,3.268254716981132
2014-11-23,FOODS_1,Sunday,11,2014,0,0,0,0,0,0,0,366,3.268254716981132
2014-11-24,FOODS_1,Monday,11,2014,0,0,0,0,0,0,0,359,3.268254716981132
2014-11-25,FOODS_1,Tuesday,11,2014,0,0,0,0,0,0,0,382,3.268254716981132
2014-11-26,FOODS_1,Wednesday,11,2014,0,0,0,0,0,0,0,406,3.268254716981132
2014-11-27,FOODS_1,Thursday,11,2014,0,1,1,0,1,0,0,205,3.268254716981132
2014-11-28,FOODS_1,Friday,11,2014,0,0,0,0,0,0,0,366,3.268254716981132
2014-11-29,FOODS_1,Saturday,11,2014,0,0,0,0,0,0,0,281,3.2900000000000005
2014-11-30,FOODS_1,Sunday,11,2014,0,0,0,0,0,0,0,311,3.2900000000000005
2014-12-01,FOODS_1,Monday,12,2014,1,0,0,0,0,0,0,393,3.2900000000000005
2014-12-02,FOODS_1,Tuesday,12,2014,1,0,0,0,0,0,0,267,3.2900000000000005
2014-12-03,FOODS_1,Wednesday,12,2014,1,0,0,0,0,0,0,267,3.2900000000000005
2014-12-04,FOODS_1,Thursday,12,2014,1,0,0,0,0,0,0,370,3.2900000000000005
2014-12-05,FOODS_1,Friday,12,2014,1,0,0,0,0,0,0,382,3.2900000000000005
2014-12-06,FOODS_1,Saturday,12,2014,1,0,0,0,0,0,0,399,3.293953488372093
2014-12-07,FOODS_1,Sunday,12,2014,1,0,0,0,0,0,0,489,3.293953488372093
2014-12-08,FOODS_1,Monday,12,2014,1,0,0,0,0,0,0,352,3.293953488372093
2014-12-09,FOODS_1,Tuesday,12,2014,1,0,0,0,0,0,0,364,3.293953488372093
2014-12-10,FOODS_1,Wednesday,12,2014,1,0,0,0,0,0,0,365,3.293953488372093
2014-12-11,FOODS_1,Thursday,12,2014,0,0,0,0,0,0,0,282,3.293953488372093
2014-12-12,FOODS_1,Friday,12,2014,0,0,0,0,0,0,0,395,3.293953488372093
2014-12-13,FOODS_1,Saturday,12,2014,0,0,0,0,0,0,0,445,3.299162790697675
2014-12-14,FOODS_1,Sunday,12,2014,0,0,0,0,0,0,0,530,3.299162790697675
2014-12-15,FOODS_1,Monday,12,2014,0,0,0,0,0,0,0,417,3.299162790697675
2014-12-16,FOODS_1,Tuesday,12,2014,0,0,0,0,0,0,0,433,3.299162790697675
2014-12-17,FOODS_1,Wednesday,12,2014,0,0,0,0,0,0,0,487,3.299162790697675
2014-12-18,FOODS_1,Thursday,12,2014,0,0,0,0,0,0,0,630,3.299162790697675
2014-12-19,FOODS_1,Friday,12,2014,0,0,0,0,0,0,0,461,3.299162790697675
2014-12-20,FOODS_1,Saturday,12,2014,0,0,0,0,0,0,0,699,3.293055555555556
2014-12-21,FOODS_1,Sunday,12,2014,0,0,0,0,0,0,0,603,3.293055555555556
2014-12-22,FOODS_1,Monday,12,2014,0,0,0,0,0,0,0,552,3.293055555555556
2014-12-23,FOODS_1,Tuesday,12,2014,0,0,0,0,0,0,0,571,3.293055555555556
2014-12-24,FOODS_1,Wednesday,12,2014,0,1,1,0,0,1,0,445,3.293055555555556
2014-12-25,FOODS_1,Thursday,12,2014,0,1,1,0,1,0,0,0,3.293055555555556
2014-12-26,FOODS_1,Friday,12,2014,0,0,0,0,0,0,0,368,3.293055555555556
2014-12-27,FOODS_1,Saturday,12,2014,0,0,0,0,0,0,0,402,3.294722222222222
2014-12-28,FOODS_1,Sunday,12,2014,0,0,0,0,0,0,0,411,3.294722222222222
2014-12-29,FOODS_1,Monday,12,2014,0,0,0,0,0,0,0,302,3.294722222222222
2014-12-30,FOODS_1,Tuesday,12,2014,0,0,0,0,0,0,0,366,3.294722222222222
2014-12-31,FOODS_1,Wednesday,12,2014,0,0,0,0,0,0,0,374,3.294722222222222
2015-01-01,FOODS_1,Thursday,1,2015,1,1,1,0,1,0,0,342,3.294722222222222
2015-01-02,FOODS_1,Friday,1,2015,1,0,0,0,0,0,0,470,3.294722222222222
2015-01-03,FOODS_1,Saturday,1,2015,1,0,0,0,0,0,0,505,3.3135648148148147
2015-01-04,FOODS_1,Sunday,1,2015,1,0,0,0,0,0,0,420,3.3135648148148147
2015-01-05,FOODS_1,Monday,1,2015,1,0,0,0,0,0,0,435,3.3135648148148147
2015-01-06,FOODS_1,Tuesday,1,2015,1,0,0,0,0,0,0,318,3.3135648148148147
2015-01-07,FOODS_1,Wednesday,1,2015,1,1,1,0,0,1,0,467,3.3135648148148147
2015-01-08,FOODS_1,Thursday,1,2015,1,0,0,0,0,0,0,464,3.3135648148148147
2015-01-09,FOODS_1,Friday,1,2015,1,0,0,0,0,0,0,351,3.3135648148148147
2015-01-10,FOODS_1,Saturday,1,2015,1,0,0,0,0,0,0,665,3.317175925925926
2015-01-11,FOODS_1,Sunday,1,2015,0,0,0,0,0,0,0,600,3.317175925925926
2015-01-12,FOODS_1,Monday,1,2015,0,0,0,0,0,0,0,405,3.317175925925926
2015-01-13,FOODS_1,Tuesday,1,2015,0,0,0,0,0,0,0,389,3.317175925925926
2015-01-14,FOODS_1,Wednesday,1,2015,0,0,0,0,0,0,0,314,3.317175925925926
2015-01-15,FOODS_1,Thursday,1,2015,0,0,0,0,0,0,0,441,3.317175925925926
2015-01-16,FOODS_1,Friday,1,2015,0,0,0,0,0,0,0,442,3.317175925925926
2015-01-17,FOODS_1,Saturday,1,2015,0,0,0,0,0,0,0,700,3.3159722222222223
2015-01-18,FOODS_1,Sunday,1,2015,0,0,0,0,0,0,0,632,3.3159722222222223
2015-01-19,FOODS_1,Monday,1,2015,0,1,1,0,1,0,0,551,3.3159722222222223
2015-01-20,FOODS_1,Tuesday,1,2015,0,0,0,0,0,0,0,455,3.3159722222222223
2015-01-21,FOODS_1,Wednesday,1,2015,0,0,0,0,0,0,0,450,3.3159722222222223
2015-01-22,FOODS_1,Thursday,1,2015,0,0,0,0,0,0,0,433,3.3159722222222223
2015-01-23,FOODS_1,Friday,1,2015,0,0,0,0,0,0,0,459,3.3159722222222223
2015-01-24,FOODS_1,Saturday,1,2015,0,0,0,0,0,0,0,624,3.312962962962963
2015-01-25,FOODS_1,Sunday,1,2015,0,0,0,0,0,0,0,708,3.312962962962963
2015-01-26,FOODS_1,Monday,1,2015,0,0,0,0,0,0,0,399,3.312962962962963
2015-01-27,FOODS_1,Tuesday,1,2015,0,0,0,0,0,0,0,433,3.312962962962963
2015-01-28,FOODS_1,Wednesday,1,2015,0,0,0,0,0,0,0,609,3.312962962962963
2015-01-29,FOODS_1,Thursday,1,2015,0,0,0,0,0,0,0,464,3.312962962962963
2015-01-30,FOODS_1,Friday,1,2015,0,0,0,0,0,0,0,525,3.312962962962963
2015-01-31,FOODS_1,Saturday,1,2015,0,0,0,0,0,0,0,630,3.318703703703704
2015-02-01,FOODS_1,Sunday,2,2015,1,1,1,0,0,0,1,664,3.318703703703704
2015-02-02,FOODS_1,Monday,2,2015,1,0,0,0,0,0,0,374,3.318703703703704
2015-02-03,FOODS_1,Tuesday,2,2015,1,0,0,0,0,0,0,333,3.318703703703704
2015-02-04,FOODS_1,Wednesday,2,2015,1,0,0,0,0,0,0,491,3.318703703703704
2015-02-05,FOODS_1,Thursday,2,2015,1,0,0,0,0,0,0,420,3.318703703703704
2015-02-06,FOODS_1,Friday,2,2015,1,0,0,0,0,0,0,384,3.318703703703704
2015-02-07,FOODS_1,Saturday,2,2015,1,0,0,0,0,0,0,675,3.3129166666666667
2015-02-08,FOODS_1,Sunday,2,2015,1,0,0,0,0,0,0,612,3.3129166666666667
2015-02-09,FOODS_1,Monday,2,2015,1,0,0,0,0,0,0,523,3.3129166666666667
2015-02-10,FOODS_1,Tuesday,2,2015,1,0,0,0,0,0,0,486,3.3129166666666667
2015-02-11,FOODS_1,Wednesday,2,2015,0,0,0,0,0,0,0,464,3.3129166666666667
2015-02-12,FOODS_1,Thursday,2,2015,0,0,0,0,0,0,0,713,3.3129166666666667
2015-02-13,FOODS_1,Friday,2,2015,0,0,0,0,0,0,0,517,3.3129166666666667
2015-02-14,FOODS_1,Saturday,2,2015,0,1,1,1,0,0,0,590,3.306898148148148
2015-02-15,FOODS_1,Sunday,2,2015,0,0,0,0,0,0,0,432,3.306898148148148
2015-02-16,FOODS_1,Monday,2,2015,0,1,1,0,1,0,0,390,3.306898148148148
2015-02-17,FOODS_1,Tuesday,2,2015,0,0,0,0,0,0,0,301,3.306898148148148
2015-02-18,FOODS_1,Wednesday,2,2015,0,1,1,0,0,1,0,298,3.306898148148148
2015-02-19,FOODS_1,Thursday,2,2015,0,0,0,0,0,0,0,297,3.306898148148148
2015-02-20,FOODS_1,Friday,2,2015,0,0,0,0,0,0,0,364,3.306898148148148
2015-02-21,FOODS_1,Saturday,2,2015,0,0,0,0,0,0,0,497,3.30925925925926
2015-02-22,FOODS_1,Sunday,2,2015,0,0,0,0,0,0,0,479,3.30925925925926
2015-02-23,FOODS_1,Monday,2,2015,0,0,0,0,0,0,0,391,3.30925925925926
2015-02-24,FOODS_1,Tuesday,2,2015,0,0,0,0,0,0,0,366,3.30925925925926
2015-02-25,FOODS_1,Wednesday,2,2015,0,1,1,0,0,1,0,429,3.30925925925926
2015-02-26,FOODS_1,Thursday,2,2015,0,0,0,0,0,0,0,418,3.30925925925926
2015-02-27,FOODS_1,Friday,2,2015,0,0,0,0,0,0,0,357,3.30925925925926
2015-02-28,FOODS_1,Saturday,2,2015,0,0,0,0,0,0,0,495,3.3096296296296295
2015-03-01,FOODS_1,Sunday,3,2015,1,0,0,0,0,0,0,475,3.3096296296296295
2015-03-02,FOODS_1,Monday,3,2015,1,0,0,0,0,0,0,345,3.3096296296296295
2015-03-03,FOODS_1,Tuesday,3,2015,1,0,0,0,0,0,0,398,3.3096296296296295
2015-03-04,FOODS_1,Wednesday,3,2015,1,0,0,0,0,0,0,361,3.3096296296296295
2015-03-05,FOODS_1,Thursday,3,2015,1,1,1,0,0,1,0,398,3.3096296296296295
2015-03-06,FOODS_1,Friday,3,2015,1,0,0,0,0,0,0,427,3.3096296296296295
2015-03-07,FOODS_1,Saturday,3,2015,1,0,0,0,0,0,0,442,3.3096296296296295
2015-03-08,FOODS_1,Sunday,3,2015,1,0,0,0,0,0,0,551,3.3096296296296295
2015-03-09,FOODS_1,Monday,3,2015,1,0,0,0,0,0,0,398,3.3096296296296295
2015-03-10,FOODS_1,Tuesday,3,2015,1,0,0,0,0,0,0,305,3.3096296296296295
2015-03-11,FOODS_1,Wednesday,3,2015,0,0,0,0,0,0,0,341,3.3096296296296295
2015-03-12,FOODS_1,Thursday,3,2015,0,0,0,0,0,0,0,359,3.3096296296296295
2015-03-13,FOODS_1,Friday,3,2015,0,0,0,0,0,0,0,476,3.3096296296296295
2015-03-14,FOODS_1,Saturday,3,2015,0,0,0,0,0,0,0,512,3.3085185185185186
2015-03-15,FOODS_1,Sunday,3,2015,0,0,0,0,0,0,0,498,3.3085185185185186
2015-03-16,FOODS_1,Monday,3,2015,0,0,0,0,0,0,0,357,3.3085185185185186
2015-03-17,FOODS_1,Tuesday,3,2015,0,1,1,1,0,0,0,328,3.3085185185185186
2015-03-18,FOODS_1,Wednesday,3,2015,0,0,0,0,0,0,0,274,3.3085185185185186
2015-03-19,FOODS_1,Thursday,3,2015,0,0,0,0,0,0,0,283,3.3085185185185186
2015-03-20,FOODS_1,Friday,3,2015,0,0,0,0,0,0,0,378,3.3085185185185186
2015-03-21,FOODS_1,Saturday,3,2015,0,0,0,0,0,0,0,507,3.31212962962963
2015-03-22,FOODS_1,Sunday,3,2015,0,0,0,0,0,0,0,460,3.31212962962963
2015-03-23,FOODS_1,Monday,3,2015,0,0,0,0,0,0,0,393,3.31212962962963
2015-03-24,FOODS_1,Tuesday,3,2015,0,0,0,0,0,0,0,368,3.31212962962963
2015-03-25,FOODS_1,Wednesday,3,2015,0,0,0,0,0,0,0,355,3.31212962962963
2015-03-26,FOODS_1,Thursday,3,2015,0,0,0,0,0,0,0,329,3.31212962962963
2015-03-27,FOODS_1,Friday,3,2015,0,0,0,0,0,0,0,366,3.31212962962963
2015-03-28,FOODS_1,Saturday,3,2015,0,0,0,0,0,0,0,467,3.308888888888889
2015-03-29,FOODS_1,Sunday,3,2015,0,0,0,0,0,0,0,590,3.308888888888889
2015-03-30,FOODS_1,Monday,3,2015,0,0,0,0,0,0,0,367,3.308888888888889
2015-03-31,FOODS_1,Tuesday,3,2015,0,0,0,0,0,0,0,405,3.308888888888889
2015-04-01,FOODS_1,Wednesday,4,2015,1,0,0,0,0,0,0,425,3.308888888888889
2015-04-02,FOODS_1,Thursday,4,2015,1,0,0,0,0,0,0,427,3.308888888888889
2015-04-03,FOODS_1,Friday,4,2015,1,0,0,0,0,0,0,514,3.308888888888889
2015-04-04,FOODS_1,Saturday,4,2015,1,0,0,0,0,0,0,759,3.3040740740740744
2015-04-05,FOODS_1,Sunday,4,2015,1,1,1,1,0,0,0,620,3.3040740740740744
2015-04-06,FOODS_1,Monday,4,2015,1,0,0,0,0,0,0,406,3.3040740740740744
2015-04-07,FOODS_1,Tuesday,4,2015,1,0,0,0,0,0,0,358,3.3040740740740744
2015-04-08,FOODS_1,Wednesday,4,2015,1,0,0,0,0,0,0,413,3.3040740740740744
2015-04-09,FOODS_1,Thursday,4,2015,1,0,0,0,0,0,0,355,3.3040740740740744
2015-04-10,FOODS_1,Friday,4,2015,1,0,0,0,0,0,0,391,3.3040740740740744
2015-04-11,FOODS_1,Saturday,4,2015,0,1,1,0,0,1,0,445,3.305
2015-04-12,FOODS_1,Sunday,4,2015,0,1,1,0,0,1,0,474,3.305
2015-04-13,FOODS_1,Monday,4,2015,0,0,0,0,0,0,0,298,3.305
2015-04-14,FOODS_1,Tuesday,4,2015,0,0,0,0,0,0,0,431,3.305
2015-04-15,FOODS_1,Wednesday,4,2015,0,0,0,0,0,0,0,345,3.305
2015-04-16,FOODS_1,Thursday,4,2015,0,0,0,0,0,0,0,326,3.305
2015-04-17,FOODS_1,Friday,4,2015,0,0,0,0,0,0,0,379,3.305
2015-04-18,FOODS_1,Saturday,4,2015,0,0,0,0,0,0,0,419,3.301574074074074
2015-04-19,FOODS_1,Sunday,4,2015,0,0,0,0,0,0,0,397,3.301574074074074
2015-04-20,FOODS_1,Monday,4,2015,0,0,0,0,0,0,0,341,3.301574074074074
2015-04-21,FOODS_1,Tuesday,4,2015,0,0,0,0,0,0,0,243,3.301574074074074
2015-04-22,FOODS_1,Wednesday,4,2015,0,0,0,0,0,0,0,239,3.301574074074074
2015-04-23,FOODS_1,Thursday,4,2015,0,0,0,0,0,0,0,346,3.301574074074074
2015-04-24,FOODS_1,Friday,4,2015,0,0,0,0,0,0,0,391,3.301574074074074
2015-04-25,FOODS_1,Saturday,4,2015,0,0,0,0,0,0,0,514,3.3027777777777776
2015-04-26,FOODS_1,Sunday,4,2015,0,0,0,0,0,0,0,554,3.3027777777777776
2015-04-27,FOODS_1,Monday,4,2015,0,0,0,0,0,0,0,354,3.3027777777777776
2015-04-28,FOODS_1,Tuesday,4,2015,0,0,0,0,0,0,0,360,3.3027777777777776
2015-04-29,FOODS_1,Wednesday,4,2015,0,0,0,0,0,0,0,307,3.3027777777777776
2015-04-30,FOODS_1,Thursday,4,2015,0,0,0,0,0,0,0,304,3.3027777777777776
2015-05-01,FOODS_1,Friday,5,2015,1,0,0,0,0,0,0,393,3.3027777777777776
2015-05-02,FOODS_1,Saturday,5,2015,1,0,0,0,0,0,0,429,3.3083333333333336
2015-05-03,FOODS_1,Sunday,5,2015,1,0,0,0,0,0,0,458,3.3083333333333336
2015-05-04,FOODS_1,Monday,5,2015,1,0,0,0,0,0,0,455,3.3083333333333336
2015-05-05,FOODS_1,Tuesday,5,2015,1,1,1,1,0,0,0,312,3.3083333333333336
2015-05-06,FOODS_1,Wednesday,5,2015,1,0,0,0,0,0,0,383,3.3083333333333336
2015-05-07,FOODS_1,Thursday,5,2015,1,0,0,0,0,0,0,479,3.3083333333333336
2015-05-08,FOODS_1,Friday,5,2015,1,0,0,0,0,0,0,432,3.3083333333333336
2015-05-09,FOODS_1,Saturday,5,2015,1,0,0,0,0,0,0,512,3.305925925925926
2015-05-10,FOODS_1,Sunday,5,2015,1,1,1,1,0,0,0,373,3.305925925925926
2015-05-11,FOODS_1,Monday,5,2015,0,0,0,0,0,0,0,443,3.305925925925926
2015-05-12,FOODS_1,Tuesday,5,2015,0,0,0,0,0,0,0,382,3.305925925925926
2015-05-13,FOODS_1,Wednesday,5,2015,0,0,0,0,0,0,0,413,3.305925925925926
2015-05-14,FOODS_1,Thursday,5,2015,0,0,0,0,0,0,0,414,3.305925925925926
2015-05-15,FOODS_1,Friday,5,2015,0,0,0,0,0,0,0,456,3.305925925925926
2015-05-16,FOODS_1,Saturday,5,2015,0,0,0,0,0,0,0,548,3.2987962962962962
2015-05-17,FOODS_1,Sunday,5,2015,0,0,0,0,0,0,0,586,3.2987962962962962
2015-05-18,FOODS_1,Monday,5,2015,0,0,0,0,0,0,0,430,3.2987962962962962
2015-05-19,FOODS_1,Tuesday,5,2015,0,0,0,0,0,0,0,413,3.2987962962962962
2015-05-20,FOODS_1,Wednesday,5,2015,0,0,0,0,0,0,0,392,3.2987962962962962
2015-05-21,FOODS_1,Thursday,5,2015,0,0,0,0,0,0,0,393,3.2987962962962962
2015-05-22,FOODS_1,Friday,5,2015,0,0,0,0,0,0,0,492,3.2987962962962962
2015-05-23,FOODS_1,Saturday,5,2015,0,0,0,0,0,0,0,469,3.2933333333333334
2015-05-24,FOODS_1,Sunday,5,2015,0,0,0,0,0,0,0,531,3.2933333333333334
2015-05-25,FOODS_1,Monday,5,2015,0,1,1,0,1,0,0,518,3.2933333333333334
2015-05-26,FOODS_1,Tuesday,5,2015,0,0,0,0,0,0,0,327,3.2933333333333334
2015-05-27,FOODS_1,Wednesday,5,2015,0,0,0,0,0,0,0,346,3.2933333333333334
2015-05-28,FOODS_1,Thursday,5,2015,0,0,0,0,0,0,0,408,3.2933333333333334
2015-05-29,FOODS_1,Friday,5,2015,0,0,0,0,0,0,0,396,3.2933333333333334
2015-05-30,FOODS_1,Saturday,5,2015,0,0,0,0,0,0,0,482,3.302453703703704
2015-05-31,FOODS_1,Sunday,5,2015,0,0,0,0,0,0,0,435,3.302453703703704
2015-06-01,FOODS_1,Monday,6,2015,1,0,0,0,0,0,0,405,3.302453703703704
2015-06-02,FOODS_1,Tuesday,6,2015,1,0,0,0,0,0,0,469,3.302453703703704
2015-06-03,FOODS_1,Wednesday,6,2015,1,0,0,0,0,0,0,412,3.302453703703704
2015-06-04,FOODS_1,Thursday,6,2015,1,1,1,0,0,0,1,492,3.302453703703704
2015-06-05,FOODS_1,Friday,6,2015,1,0,0,0,0,0,0,519,3.302453703703704
2015-06-06,FOODS_1,Saturday,6,2015,1,0,0,0,0,0,0,616,3.305648148148148
2015-06-07,FOODS_1,Sunday,6,2015,1,0,0,0,0,0,0,599,3.305648148148148
2015-06-08,FOODS_1,Monday,6,2015,1,0,0,0,0,0,0,492,3.305648148148148
2015-06-09,FOODS_1,Tuesday,6,2015,1,0,0,0,0,0,0,494,3.305648148148148
2015-06-10,FOODS_1,Wednesday,6,2015,1,0,0,0,0,0,0,509,3.305648148148148
2015-06-11,FOODS_1,Thursday,6,2015,0,0,0,0,0,0,0,484,3.305648148148148
2015-06-12,FOODS_1,Friday,6,2015,0,0,0,0,0,0,0,422,3.305648148148148
2015-06-13,FOODS_1,Saturday,6,2015,0,0,0,0,0,0,0,539,3.3074999999999997
2015-06-14,FOODS_1,Sunday,6,2015,0,0,0,0,0,0,0,455,3.3074999999999997
2015-06-15,FOODS_1,Monday,6,2015,0,0,0,0,0,0,0,508,3.3074999999999997
2015-06-16,FOODS_1,Tuesday,6,2015,0,1,1,0,0,0,1,415,3.3074999999999997
2015-06-17,FOODS_1,Wednesday,6,2015,0,0,0,0,0,0,0,327,3.3074999999999997
2015-06-18,FOODS_1,Thursday,6,2015,0,1,1,0,0,1,0,472,3.3074999999999997
2015-06-19,FOODS_1,Friday,6,2015,0,0,0,0,0,0,0,470,3.3074999999999997
2015-06-20,FOODS_1,Saturday,6,2015,0,0,0,0,0,0,0,484,3.3005555555555555
2015-06-21,FOODS_1,Sunday,6,2015,0,1,1,1,0,0,0,479,3.3005555555555555
2015-06-22,FOODS_1,Monday,6,2015,0,0,0,0,0,0,0,395,3.3005555555555555
2015-06-23,FOODS_1,Tuesday,6,2015,0,0,0,0,0,0,0,359,3.3005555555555555
2015-06-24,FOODS_1,Wednesday,6,2015,0,0,0,0,0,0,0,384,3.3005555555555555
2015-06-25,FOODS_1,Thursday,6,2015,0,0,0,0,0,0,0,424,3.3005555555555555
2015-06-26,FOODS_1,Friday,6,2015,0,0,0,0,0,0,0,386,3.3005555555555555
2015-06-27,FOODS_1,Saturday,6,2015,0,0,0,0,0,0,0,527,3.285740740740741
2015-06-28,FOODS_1,Sunday,6,2015,0,0,0,0,0,0,0,433,3.285740740740741
2015-06-29,FOODS_1,Monday,6,2015,0,0,0,0,0,0,0,414,3.285740740740741
2015-06-30,FOODS_1,Tuesday,6,2015,0,0,0,0,0,0,0,419,3.285740740740741
2015-07-01,FOODS_1,Wednesday,7,2015,1,0,0,0,0,0,0,399,3.285740740740741
2015-07-02,FOODS_1,Thursday,7,2015,1,0,0,0,0,0,0,455,3.285740740740741
2015-07-03,FOODS_1,Friday,7,2015,1,0,0,0,0,0,0,519,3.285740740740741
2015-07-04,FOODS_1,Saturday,7,2015,1,1,1,0,1,0,0,485,3.2886574074074075
2015-07-05,FOODS_1,Sunday,7,2015,1,0,0,0,0,0,0,449,3.2886574074074075
2015-07-06,FOODS_1,Monday,7,2015,1,0,0,0,0,0,0,389,3.2886574074074075
2015-07-07,FOODS_1,Tuesday,7,2015,1,0,0,0,0,0,0,399,3.2886574074074075
2015-07-08,FOODS_1,Wednesday,7,2015,1,0,0,0,0,0,0,460,3.2886574074074075
2015-07-09,FOODS_1,Thursday,7,2015,1,0,0,0,0,0,0,411,3.2886574074074075
2015-07-10,FOODS_1,Friday,7,2015,1,0,0,0,0,0,0,493,3.2886574074074075
2015-07-11,FOODS_1,Saturday,7,2015,0,0,0,0,0,0,0,508,3.2888425925925926
2015-07-12,FOODS_1,Sunday,7,2015,0,0,0,0,0,0,0,487,3.2888425925925926
2015-07-13,FOODS_1,Monday,7,2015,0,0,0,0,0,0,0,415,3.2888425925925926
2015-07-14,FOODS_1,Tuesday,7,2015,0,0,0,0,0,0,0,378,3.2888425925925926
2015-07-15,FOODS_1,Wednesday,7,2015,0,0,0,0,0,0,0,351,3.2888425925925926
2015-07-16,FOODS_1,Thursday,7,2015,0,0,0,0,0,0,0,452,3.2888425925925926
2015-07-17,FOODS_1,Friday,7,2015,0,0,0,0,0,0,0,412,3.2888425925925926
2015-07-18,FOODS_1,Saturday,7,2015,0,1,1,0,0,1,0,501,3.2904166666666668
2015-07-19,FOODS_1,Sunday,7,2015,0,0,0,0,0,0,0,531,3.2904166666666668
2015-07-20,FOODS_1,Monday,7,2015,0,0,0,0,0,0,0,333,3.2904166666666668
2015-07-21,FOODS_1,Tuesday,7,2015,0,0,0,0,0,0,0,370,3.2904166666666668
2015-07-22,FOODS_1,Wednesday,7,2015,0,0,0,0,0,0,0,374,3.2904166666666668
2015-07-23,FOODS_1,Thursday,7,2015,0,0,0,0,0,0,0,416,3.2904166666666668
2015-07-24,FOODS_1,Friday,7,2015,0,0,0,0,0,0,0,420,3.2904166666666668
2015-07-25,FOODS_1,Saturday,7,2015,0,0,0,0,0,0,0,494,3.2904166666666668
2015-07-26,FOODS_1,Sunday,7,2015,0,0,0,0,0,0,0,457,3.2904166666666668
2015-07-27,FOODS_1,Monday,7,2015,0,0,0,0,0,0,0,334,3.2904166666666668
2015-07-28,FOODS_1,Tuesday,7,2015,0,0,0,0,0,0,0,384,3.2904166666666668
2015-07-29,FOODS_1,Wednesday,7,2015,0,0,0,0,0,0,0,359,3.2904166666666668
2015-07-30,FOODS_1,Thursday,7,2015,0,0,0,0,0,0,0,384,3.2904166666666668
2015-07-31,FOODS_1,Friday,7,2015,0,0,0,0,0,0,0,451,3.2904166666666668
2015-08-01,FOODS_1,Saturday,8,2015,1,0,0,0,0,0,0,531,3.2880092592592596
2015-08-02,FOODS_1,Sunday,8,2015,1,0,0,0,0,0,0,522,3.2880092592592596
2015-08-03,FOODS_1,Monday,8,2015,1,0,0,0,0,0,0,423,3.2880092592592596
2015-08-04,FOODS_1,Tuesday,8,2015,1,0,0,0,0,0,0,380,3.2880092592592596
2015-08-05,FOODS_1,Wednesday,8,2015,1,0,0,0,0,0,0,390,3.2880092592592596
2015-08-06,FOODS_1,Thursday,8,2015,1,0,0,0,0,0,0,421,3.2880092592592596
2015-08-07,FOODS_1,Friday,8,2015,1,0,0,0,0,0,0,463,3.2880092592592596
2015-08-08,FOODS_1,Saturday,8,2015,1,0,0,0,0,0,0,609,3.285509259259259
2015-08-09,FOODS_1,Sunday,8,2015,1,0,0,0,0,0,0,607,3.285509259259259
2015-08-10,FOODS_1,Monday,8,2015,1,0,0,0,0,0,0,352,3.285509259259259
2015-08-11,FOODS_1,Tuesday,8,2015,0,0,0,0,0,0,0,520,3.285509259259259
2015-08-12,FOODS_1,Wednesday,8,2015,0,0,0,0,0,0,0,360,3.285509259259259
2015-08-13,FOODS_1,Thursday,8,2015,0,0,0,0,0,0,0,445,3.285509259259259
2015-08-14,FOODS_1,Friday,8,2015,0,0,0,0,0,0,0,522,3.285509259259259
2015-08-15,FOODS_1,Saturday,8,2015,0,0,0,0,0,0,0,511,3.2818055555555556
2015-08-16,FOODS_1,Sunday,8,2015,0,0,0,0,0,0,0,393,3.2818055555555556
2015-08-17,FOODS_1,Monday,8,2015,0,0,0,0,0,0,0,412,3.2818055555555556
2015-08-18,FOODS_1,Tuesday,8,2015,0,0,0,0,0,0,0,449,3.2818055555555556
2015-08-19,FOODS_1,Wednesday,8,2015,0,0,0,0,0,0,0,347,3.2818055555555556
2015-08-20,FOODS_1,Thursday,8,2015,0,0,0,0,0,0,0,361,3.2818055555555556
2015-08-21,FOODS_1,Friday,8,2015,0,0,0,0,0,0,0,428,3.2818055555555556
2015-08-22,FOODS_1,Saturday,8,2015,0,0,0,0,0,0,0,641,3.2830092592592592
2015-08-23,FOODS_1,Sunday,8,2015,0,0,0,0,0,0,0,462,3.2830092592592592
2015-08-24,FOODS_1,Monday,8,2015,0,0,0,0,0,0,0,380,3.2830092592592592
